bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
hf (pretrained=BSC-LT/salamandra-2b-Instruct), gen_kwargs: (None), limit: 1000.0, num_fewshot: None, batch_size: 1
|     Tasks     |Version|Filter|n-shot|Metric|   | Value  |   |Stderr|
|               |       |none  |     0|chrf  |↑  | 35.4771|±  |0.4511|
|               |       |none  |     0|ter   |↓  | 92.3592|±  |0.9309|
| - flores_fr-eu|    0.1|none  |     0|bleu  |↑  |  5.2001|±  |0.2905|
|               |       |none  |     0|chrf  |↑  | 41.7662|±  |0.3040|
|               |       |none  |     0|ter   |↓  | 96.8039|±  |0.6885|
| - flores_gl-eu|    0.1|none  |     0|bleu  |↑  |  4.5615|±  |0.2552|
|               |       |none  |     0|chrf  |↑  | 39.6861|±  |0.3824|
|               |       |none  |     0|ter   |↓  |100.0400|±  |0.7534|
| - flores_it-eu|    0.1|none  |     0|bleu  |↑  |  4.5389|±  |0.2679|
|               |       |none  |     0|chrf  |↑  | 40.3853|±  |0.3073|
|               |       |none  |     0|ter   |↓  | 99.2224|±  |0.6948|
| - flores_pt-eu|    0.1|none  |     0|bleu  |↑  |  4.5852|±  |0.2762|
|               |       |none  |     0|chrf  |↑  | 40.2964|±  |0.3098|
|               |       |none  |     0|ter   |↓  | 98.5878|±  |0.9944|

| Groups  |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|---------|------:|------|------|------|---|-----:|---|-----:|
|flores_eu|      1|none  |      |bleu  |↑  |7.2014|±  |0.0789|

