bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
hf (pretrained=BSC-LT/salamandra-2b-Instruct), gen_kwargs: (None), limit: 1000.0, num_fewshot: None, batch_size: 1
|     Tasks     |Version|Filter|n-shot|Metric|   | Value  |   |Stderr|
|               |       |none  |     0|ter   |↓  |127.6753|±  |4.4458|
| - flores_ca-pt|    1.0|none  |     0|bleu  |↑  | 10.7237|±  |0.5260|
|               |       |none  |     0|chrf  |↑  | 35.8292|±  |0.6186|
|               |       |none  |     0|ter   |↓  | 86.4990|±  |0.7526|
| - flores_de-ca|    1.0|none  |     0|bleu  |↑  | 17.9578|±  |0.3938|
|               |       |none  |     0|chrf  |↑  | 48.2687|±  |0.3346|
|               |       |none  |     0|ter   |↓  | 74.6013|±  |0.6570|
| - flores_en-ca|    1.0|none  |     0|bleu  |↑  | 23.2926|±  |0.4969|
|               |       |none  |     0|chrf  |↑  | 52.8929|±  |0.3143|
|               |       |none  |     0|ter   |↓  | 66.5286|±  |0.5421|
| - flores_es-ca|    1.0|none  |     0|bleu  |↑  | 10.2426|±  |0.3823|
|               |       |none  |     0|chrf  |↑  | 37.6769|±  |0.4239|
|               |       |none  |     0|ter   |↓  | 86.7581|±  |0.6451|
| - flores_eu-ca|    0.1|none  |     0|bleu  |↑  | 11.8532|±  |0.3643|
|               |       |none  |     0|chrf  |↑  | 41.8604|±  |0.3282|
|               |       |none  |     0|ter   |↓  | 84.9315|±  |0.6257|
| - flores_fr-ca|    1.0|none  |     0|bleu  |↑  | 21.3428|±  |0.4973|
|               |       |none  |     0|chrf  |↑  | 50.9290|±  |0.3710|
|               |       |none  |     0|ter   |↓  | 68.5540|±  |0.6783|
| - flores_gl-ca|    1.0|none  |     0|bleu  |↑  | 17.3821|±  |0.4760|
|               |       |none  |     0|chrf  |↑  | 45.8054|±  |0.4382|
|               |       |none  |     0|ter   |↓  | 74.6510|±  |0.6444|
| - flores_it-ca|    1.0|none  |     0|bleu  |↑  | 17.6275|±  |0.4806|
|               |       |none  |     0|chrf  |↑  | 48.3935|±  |0.3749|
|               |       |none  |     0|ter   |↓  | 75.1357|±  |0.6246|
| - flores_pt-ca|    1.0|none  |     0|bleu  |↑  | 21.6827|±  |0.4406|
|               |       |none  |     0|chrf  |↑  | 51.2967|±  |0.3539|
|               |       |none  |     0|ter   |↓  | 67.1499|±  |0.5694|

| Groups  |Version|Filter|n-shot|Metric|   | Value |   |Stderr|
|---------|------:|------|------|------|---|------:|---|-----:|
|flores_ca|      1|none  |      |bleu  |↑  |15.9108|±  |0.1081|

