bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
hf (pretrained=mistralai/Mistral-Small-24B-Instruct-2501,load_in_4bit=True), gen_kwargs: (None), limit: 1000.0, num_fewshot: None, batch_size: 1
|     Tasks     |Version|Filter|n-shot|Metric|   | Value  |   |Stderr|
|               |       |none  |     0|chrf  |↑  | 60.1595|±  |0.3294|
|               |       |none  |     0|ter   |↓  | 54.7654|±  |0.5412|
| - flores_gl-de|    1.0|none  |     0|bleu  |↑  | 27.8568|±  |0.4975|
|               |       |none  |     0|chrf  |↑  | 57.8730|±  |0.3468|
|               |       |none  |     0|ter   |↓  | 62.0031|±  |0.5713|
| - flores_gl-en|    1.0|none  |     0|bleu  |↑  | 39.0379|±  |0.5934|
|               |       |none  |     0|chrf  |↑  | 66.7948|±  |0.3754|
|               |       |none  |     0|ter   |↓  | 46.7871|±  |0.6633|
| - flores_gl-es|    1.0|none  |     0|bleu  |↑  | 25.0185|±  |0.4581|
|               |       |none  |     0|chrf  |↑  | 53.6575|±  |0.3252|
|               |       |none  |     0|ter   |↓  | 61.2613|±  |0.5029|
| - flores_gl-eu|    0.1|none  |     0|bleu  |↑  |  8.2002|±  |0.4792|
|               |       |none  |     0|chrf  |↑  | 44.9826|±  |0.5703|
|               |       |none  |     0|ter   |↓  |106.9640|±  |3.6271|
| - flores_gl-fr|    1.0|none  |     0|bleu  |↑  | 36.7089|±  |0.6011|
|               |       |none  |     0|chrf  |↑  | 62.6928|±  |0.3842|
|               |       |none  |     0|ter   |↓  | 51.9595|±  |0.6124|
| - flores_gl-it|    1.0|none  |     0|bleu  |↑  | 25.8626|±  |0.4005|
|               |       |none  |     0|chrf  |↑  | 55.9645|±  |0.2840|
|               |       |none  |     0|ter   |↓  | 62.3143|±  |0.4100|
| - flores_gl-pt|    1.0|none  |     0|bleu  |↑  | 32.0040|±  |0.5219|
|               |       |none  |     0|chrf  |↑  | 59.7437|±  |0.3568|
|               |       |none  |     0|ter   |↓  | 55.0067|±  |0.5321|
| - flores_it-gl|    1.0|none  |     0|bleu  |↑  | 24.0767|±  |0.4630|
|               |       |none  |     0|chrf  |↑  | 54.2216|±  |0.3819|
|               |       |none  |     0|ter   |↓  | 64.8100|±  |0.5288|
| - flores_pt-gl|    1.0|none  |     0|bleu  |↑  | 28.6045|±  |0.5198|
|               |       |none  |     0|chrf  |↑  | 56.7741|±  |0.3641|
|               |       |none  |     0|ter   |↓  | 56.6256|±  |0.4754|

| Groups  |Version|Filter|n-shot|Metric|   | Value |   |Stderr|
|---------|------:|------|------|------|---|------:|---|-----:|
|flores_gl|      1|none  |      |bleu  |↑  |27.5579|±  | 0.132|

