bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
bootstrapping for stddev: bleu
bootstrapping for stddev: ter
bootstrapping for stddev: chrf
hf (pretrained=BSC-LT/salamandra-2b-Instruct), gen_kwargs: (None), limit: 1000.0, num_fewshot: None, batch_size: 1
|     Tasks     |Version|Filter|n-shot|Metric|   | Value  |   |Stderr|
| - flores_gl-es|    1.0|none  |     0|bleu  |↑  | 13.6945|±  |0.3685|
|               |       |none  |     0|chrf  |↑  | 43.5373|±  |0.3443|
|               |       |none  |     0|ter   |↓  | 77.6095|±  |0.5434|
| - flores_gl-eu|    0.1|none  |     0|bleu  |↑  |  4.5615|±  |0.2552|
|               |       |none  |     0|chrf  |↑  | 39.6861|±  |0.3824|
|               |       |none  |     0|ter   |↓  |100.0400|±  |0.7534|
| - flores_gl-fr|    1.0|none  |     0|bleu  |↑  | 12.5933|±  |0.4555|
|               |       |none  |     0|chrf  |↑  | 40.0232|±  |0.5128|
|               |       |none  |     0|ter   |↓  | 81.8584|±  |0.6301|
| - flores_gl-it|    1.0|none  |     0|bleu  |↑  | 11.8930|±  |0.3696|
|               |       |none  |     0|chrf  |↑  | 41.7654|±  |0.4536|
|               |       |none  |     0|ter   |↓  | 85.1446|±  |1.4812|
| - flores_gl-pt|    1.0|none  |     0|bleu  |↑  |  7.0439|±  |0.3654|
|               |       |none  |     0|chrf  |↑  | 31.9797|±  |0.4712|
|               |       |none  |     0|ter   |↓  | 93.2625|±  |0.6660|
| - flores_it-gl|    1.0|none  |     0|bleu  |↑  | 16.7656|±  |0.3699|
|               |       |none  |     0|chrf  |↑  | 48.3149|±  |0.2980|
|               |       |none  |     0|ter   |↓  | 75.0203|±  |0.5537|
| - flores_pt-gl|    1.0|none  |     0|bleu  |↑  | 14.0186|±  |0.3833|
|               |       |none  |     0|chrf  |↑  | 45.0798|±  |0.2844|
|               |       |none  |     0|ter   |↓  | 78.7521|±  |0.6477|

| Groups  |Version|Filter|n-shot|Metric|   | Value |   |Stderr|
|---------|------:|------|------|------|---|------:|---|-----:|
|flores_gl|      1|none  |      |bleu  |↑  |14.6319|±  |0.1009|

